job_id,title,company_name,location,description,max_salary,formatted_experience_level,work_type,remote_allowed,original_listed_time
sample_00363,Data Engineer,Meesho,"Chennai, Tamil Nadu","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Entry level,PART_TIME,1,2026-05-07
sample_00364,BI Developer,TCS,"Hyderabad, Telangana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Mid-Senior level,PART_TIME,0,2026-03-23
sample_00365,Business Analyst,Accenture,"Bengaluru, Karnataka","Join our analytics team as a Business Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Senior,CONTRACT,0,2026-03-14
sample_00366,Data Analyst,Infosys,"Pune, Maharashtra","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Senior,FULL_TIME,0,2026-01-07
sample_00367,BI Developer,Zepto,"Noida, Uttar Pradesh","Seeking a BI Developer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Entry level,FULL_TIME,0,2026-02-21
sample_00368,Product Analyst,TCS,"Pune, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Entry level,FULL_TIME,0,2026-05-27
sample_00369,Analytics Engineer,TCS,"Hyderabad, Telangana","Seeking a Analytics Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,FULL_TIME,0,2026-03-28
sample_00370,ML Engineer,TCS,"Pune, Maharashtra","Exciting ML Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,FULL_TIME,1,2026-05-30
sample_00371,Data Scientist,Meesho,"Hyderabad, Telangana","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Director,CONTRACT,0,2026-01-23
sample_00372,ML Engineer,Swiggy,"Pune, Maharashtra","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Mid-Senior level,FULL_TIME,1,2025-12-27
sample_00373,BI Developer,Meesho,"Noida, Uttar Pradesh","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Director,PART_TIME,0,2026-01-12
sample_00374,Business Analyst,Razorpay,"Pune, Maharashtra","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Director,FULL_TIME,0,2026-03-04
sample_00375,Business Analyst,Flipkart,"Noida, Uttar Pradesh","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Entry level,FULL_TIME,1,2026-03-17
sample_00376,Product Analyst,TCS,"Noida, Uttar Pradesh","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Mid-Senior level,FULL_TIME,1,2025-12-17
sample_00377,ML Engineer,Wipro,"Chennai, Tamil Nadu","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Mid-Senior level,FULL_TIME,1,2025-12-31
sample_00378,Business Analyst,Infosys,"Pune, Maharashtra","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",25-40 LPA,Senior,FULL_TIME,1,2026-02-21
sample_00379,Data Engineer,Zepto,"Delhi, Delhi","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Director,FULL_TIME,0,2026-04-27
sample_00380,Analytics Engineer,Wipro,"Hyderabad, Telangana","Seeking a Analytics Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Entry level,PART_TIME,1,2026-01-03
sample_00381,Product Analyst,Razorpay,"Mumbai, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Mid-Senior level,CONTRACT,1,2026-01-10
sample_00382,Data Engineer,Flipkart,"Delhi, Delhi","Exciting Data Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Entry level,CONTRACT,1,2026-01-20
sample_00383,Product Analyst,PhonePe,"Pune, Maharashtra","Exciting Product Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Entry level,PART_TIME,0,2025-12-17
sample_00384,Data Scientist,Razorpay,"Hyderabad, Telangana","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Mid-Senior level,CONTRACT,0,2026-04-14
sample_00385,BI Developer,PhonePe,"Hyderabad, Telangana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Senior,PART_TIME,0,2026-03-08
sample_00386,Business Analyst,Wipro,"Delhi, Delhi","We are looking for a Business Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Entry level,FULL_TIME,0,2026-01-18
sample_00387,Business Analyst,TCS,"Bengaluru, Karnataka","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Director,CONTRACT,1,2026-03-08
sample_00388,Data Scientist,Infosys,"Chennai, Tamil Nadu","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Entry level,FULL_TIME,1,2026-02-01
sample_00389,Senior Data Analyst,PhonePe,"Bengaluru, Karnataka","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",5-8 LPA,Mid-Senior level,FULL_TIME,0,2026-05-01
sample_00390,Data Analyst,Accenture,"Gurugram, Haryana","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Entry level,CONTRACT,0,2026-04-03
sample_00391,BI Developer,Zepto,"Delhi, Delhi","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Mid-Senior level,PART_TIME,1,2026-01-28
sample_00392,Data Analyst,Zepto,"Chennai, Tamil Nadu","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Director,FULL_TIME,1,2026-03-22
sample_00393,Data Analyst,PhonePe,"Noida, Uttar Pradesh","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Director,CONTRACT,0,2026-03-11
sample_00394,ML Engineer,Wipro,"Pune, Maharashtra","Exciting ML Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,CONTRACT,0,2026-03-20
sample_00395,Senior Data Analyst,Wipro,"Gurugram, Haryana","We are looking for a Senior Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Senior,FULL_TIME,0,2026-06-06
sample_00396,BI Developer,Swiggy,"Mumbai, Maharashtra","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Senior,FULL_TIME,1,2026-03-09
sample_00397,Product Analyst,Flipkart,"Chennai, Tamil Nadu","Join our analytics team as a Product Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Director,PART_TIME,0,2026-06-04
sample_00398,BI Developer,Meesho,"Gurugram, Haryana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Senior,FULL_TIME,1,2026-01-13
sample_00399,Data Scientist,Zepto,"Mumbai, Maharashtra","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",25-40 LPA,Senior,CONTRACT,0,2026-02-19
sample_00400,Business Analyst,Swiggy,"Noida, Uttar Pradesh","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",25-40 LPA,Senior,FULL_TIME,0,2026-02-20
sample_00401,Data Analyst,Swiggy,"Chennai, Tamil Nadu","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Director,CONTRACT,1,2025-12-16
sample_00402,Data Engineer,PhonePe,"Hyderabad, Telangana","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Entry level,PART_TIME,1,2026-02-23
sample_00403,Business Analyst,Razorpay,"Mumbai, Maharashtra","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",6-10 LPA,Mid-Senior level,FULL_TIME,0,2026-04-25
sample_00404,Analytics Engineer,Meesho,"Gurugram, Haryana","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Entry level,FULL_TIME,1,2026-05-09
sample_00405,BI Developer,Meesho,"Noida, Uttar Pradesh","We need a BI Developer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Director,FULL_TIME,0,2026-03-06
sample_00406,Data Engineer,Swiggy,"Mumbai, Maharashtra","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Director,FULL_TIME,1,2026-03-24
sample_00407,Business Analyst,TCS,"Pune, Maharashtra","We need a Business Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Mid-Senior level,PART_TIME,0,2026-04-03
sample_00408,Analytics Engineer,Razorpay,"Bengaluru, Karnataka","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Entry level,PART_TIME,1,2026-06-10
sample_00409,Data Analyst,Zepto,"Chennai, Tamil Nadu","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Entry level,CONTRACT,0,2026-01-15
sample_00410,Analytics Engineer,Accenture,"Pune, Maharashtra","Seeking a Analytics Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Mid-Senior level,CONTRACT,1,2026-01-28
sample_00411,Data Engineer,Razorpay,"Chennai, Tamil Nadu","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Mid-Senior level,FULL_TIME,1,2026-04-29
sample_00412,Data Scientist,PhonePe,"Mumbai, Maharashtra","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",5-8 LPA,Director,FULL_TIME,0,2026-01-29
sample_00413,Analytics Engineer,Zepto,"Mumbai, Maharashtra","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Mid-Senior level,CONTRACT,1,2025-12-22
sample_00414,Business Analyst,TCS,"Bengaluru, Karnataka","Exciting Business Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Mid-Senior level,CONTRACT,1,2026-03-22
sample_00415,Product Analyst,Swiggy,"Pune, Maharashtra","We need a Product Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Director,CONTRACT,0,2026-03-22
sample_00416,Analytics Engineer,Flipkart,"Bengaluru, Karnataka","Join our analytics team as a Analytics Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Senior,PART_TIME,0,2026-02-11
sample_00417,Senior Data Analyst,TCS,"Noida, Uttar Pradesh","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Senior,PART_TIME,0,2026-05-21
sample_00418,Senior Data Analyst,Wipro,"Noida, Uttar Pradesh","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Senior,PART_TIME,0,2026-06-02
sample_00419,Senior Data Analyst,Accenture,"Chennai, Tamil Nadu","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Senior,CONTRACT,0,2026-06-02
sample_00420,Business Analyst,TCS,"Pune, Maharashtra","We are looking for a Business Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Senior,FULL_TIME,0,2026-06-01
sample_00421,ML Engineer,Razorpay,"Pune, Maharashtra","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Director,CONTRACT,1,2026-02-13
sample_00422,Senior Data Analyst,Meesho,"Hyderabad, Telangana","Seeking a Senior Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Director,PART_TIME,1,2026-01-03
sample_00423,Data Scientist,PhonePe,"Hyderabad, Telangana","Exciting Data Scientist role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Entry level,PART_TIME,1,2026-02-24
sample_00424,Senior Data Analyst,Swiggy,"Gurugram, Haryana","We are looking for a Senior Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Entry level,CONTRACT,0,2026-02-19
sample_00425,Data Scientist,Infosys,"Gurugram, Haryana","Join our analytics team as a Data Scientist. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Mid-Senior level,FULL_TIME,1,2026-02-08
sample_00426,Data Analyst,Wipro,"Mumbai, Maharashtra","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Senior,PART_TIME,0,2026-03-29
sample_00427,Data Analyst,TCS,"Chennai, Tamil Nadu","We are looking for a Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Senior,FULL_TIME,0,2026-05-15
sample_00428,Data Analyst,TCS,"Pune, Maharashtra","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",25-40 LPA,Senior,PART_TIME,0,2026-03-23
sample_00429,ML Engineer,Swiggy,"Noida, Uttar Pradesh","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Mid-Senior level,CONTRACT,1,2026-03-26
sample_00430,Senior Data Analyst,PhonePe,"Noida, Uttar Pradesh","We are looking for a Senior Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",6-10 LPA,Director,FULL_TIME,0,2026-02-04
sample_00431,Data Analyst,Zepto,"Mumbai, Maharashtra","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Senior,PART_TIME,1,2026-03-22
sample_00432,Data Engineer,PhonePe,"Chennai, Tamil Nadu","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",25-40 LPA,Entry level,PART_TIME,1,2026-01-29
sample_00433,Product Analyst,Infosys,"Pune, Maharashtra","Seeking a Product Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Mid-Senior level,CONTRACT,1,2026-04-07
sample_00434,ML Engineer,Flipkart,"Hyderabad, Telangana","Exciting ML Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",5-8 LPA,Senior,PART_TIME,0,2026-03-16
sample_00435,Data Scientist,Flipkart,"Mumbai, Maharashtra","Join our analytics team as a Data Scientist. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Mid-Senior level,FULL_TIME,1,2026-02-11
sample_00436,Data Scientist,Flipkart,"Hyderabad, Telangana","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Senior,FULL_TIME,1,2026-01-07
sample_00437,Business Analyst,Infosys,"Chennai, Tamil Nadu","Join our analytics team as a Business Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Mid-Senior level,FULL_TIME,1,2025-12-18
sample_00438,Product Analyst,PhonePe,"Gurugram, Haryana","We need a Product Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",12-20 LPA,Mid-Senior level,FULL_TIME,0,2025-12-18
sample_00439,BI Developer,Swiggy,"Gurugram, Haryana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Director,FULL_TIME,1,2026-03-10
sample_00440,ML Engineer,Infosys,"Chennai, Tamil Nadu","We need a ML Engineer proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Senior,PART_TIME,0,2026-02-23
sample_00441,BI Developer,Razorpay,"Mumbai, Maharashtra","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",12-20 LPA,Senior,FULL_TIME,1,2026-01-20
sample_00442,Data Scientist,Wipro,"Delhi, Delhi","Join our analytics team as a Data Scientist. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Director,CONTRACT,1,2026-01-17
sample_00443,Data Scientist,Swiggy,"Mumbai, Maharashtra","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",8-14 LPA,Entry level,PART_TIME,0,2026-04-17
sample_00444,Senior Data Analyst,Accenture,"Noida, Uttar Pradesh","We need a Senior Data Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",8-14 LPA,Entry level,PART_TIME,0,2026-04-17
sample_00445,Product Analyst,Infosys,"Bengaluru, Karnataka","We need a Product Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Senior,FULL_TIME,0,2025-12-31
sample_00446,Data Scientist,Swiggy,"Delhi, Delhi","We are looking for a Data Scientist with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Director,CONTRACT,1,2026-01-26
sample_00447,Analytics Engineer,TCS,"Chennai, Tamil Nadu","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",12-20 LPA,Director,PART_TIME,0,2026-04-27
sample_00448,Data Scientist,Zepto,"Bengaluru, Karnataka","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",18-28 LPA,Director,PART_TIME,1,2026-01-06
sample_00449,Senior Data Analyst,Accenture,"Hyderabad, Telangana","Join our analytics team as a Senior Data Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",6-10 LPA,Mid-Senior level,CONTRACT,0,2026-03-01
sample_00450,BI Developer,TCS,"Gurugram, Haryana","Seeking a BI Developer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Senior,CONTRACT,0,2026-04-30
sample_00451,Senior Data Analyst,Wipro,"Hyderabad, Telangana","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Director,FULL_TIME,0,2026-01-09
sample_00452,Business Analyst,Flipkart,"Gurugram, Haryana","Join our analytics team as a Business Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",18-28 LPA,Senior,PART_TIME,1,2026-02-15
sample_00453,Business Analyst,Razorpay,"Chennai, Tamil Nadu","We are looking for a Business Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",5-8 LPA,Senior,CONTRACT,1,2026-05-27
sample_00454,BI Developer,PhonePe,"Bengaluru, Karnataka","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Mid-Senior level,CONTRACT,1,2026-03-17
sample_00455,Data Scientist,TCS,"Bengaluru, Karnataka","Join our analytics team as a Data Scientist. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",10-18 LPA,Senior,CONTRACT,0,2026-01-27
sample_00456,Business Analyst,TCS,"Noida, Uttar Pradesh","Seeking a Business Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Mid-Senior level,CONTRACT,0,2026-06-04
sample_00457,Analytics Engineer,Flipkart,"Pune, Maharashtra","Exciting Analytics Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",12-20 LPA,Director,FULL_TIME,1,2025-12-26
sample_00458,Data Analyst,TCS,"Chennai, Tamil Nadu","Exciting Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Senior,PART_TIME,0,2026-06-05
sample_00459,Analytics Engineer,Swiggy,"Bengaluru, Karnataka","Exciting Analytics Engineer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,PART_TIME,0,2026-05-13
sample_00460,Business Analyst,TCS,"Hyderabad, Telangana","Exciting Business Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",10-18 LPA,Director,FULL_TIME,1,2026-02-11
sample_00461,BI Developer,Wipro,"Gurugram, Haryana","Join our analytics team as a BI Developer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Director,CONTRACT,1,2026-03-31
sample_00462,Product Analyst,PhonePe,"Delhi, Delhi","We need a Product Analyst proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",10-18 LPA,Director,FULL_TIME,0,2026-06-03
sample_00463,Data Engineer,Accenture,"Mumbai, Maharashtra","Join our analytics team as a Data Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",5-8 LPA,Director,FULL_TIME,1,2026-03-22
sample_00464,BI Developer,Wipro,"Hyderabad, Telangana","We are looking for a BI Developer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Mid-Senior level,PART_TIME,0,2026-03-26
sample_00465,BI Developer,Infosys,"Mumbai, Maharashtra","Seeking a BI Developer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",12-20 LPA,Entry level,PART_TIME,0,2025-12-28
sample_00466,Data Analyst,Accenture,"Hyderabad, Telangana","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",6-10 LPA,Director,PART_TIME,0,2026-04-06
sample_00467,BI Developer,TCS,"Mumbai, Maharashtra","Exciting BI Developer role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",8-14 LPA,Entry level,FULL_TIME,1,2026-05-04
sample_00468,Product Analyst,TCS,"Bengaluru, Karnataka","Seeking a Product Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",5-8 LPA,Entry level,FULL_TIME,0,2026-05-31
sample_00469,Business Analyst,Wipro,"Gurugram, Haryana","Join our analytics team as a Business Analyst. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Mid-Senior level,CONTRACT,0,2026-01-08
sample_00470,Data Scientist,Wipro,"Bengaluru, Karnataka","Seeking a Data Scientist skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",25-40 LPA,Senior,PART_TIME,0,2025-12-31
sample_00471,Analytics Engineer,Infosys,"Chennai, Tamil Nadu","We are looking for a Analytics Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",18-28 LPA,Entry level,PART_TIME,0,2025-12-27
sample_00472,Data Engineer,Infosys,"Gurugram, Haryana","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Senior,PART_TIME,0,2026-01-07
sample_00473,ML Engineer,PhonePe,"Chennai, Tamil Nadu","Join our analytics team as a ML Engineer. You will work with Looker, BigQuery, dbt, Airflow, and build dashboards in Tableau.",8-14 LPA,Director,FULL_TIME,0,2026-05-23
sample_00474,Product Analyst,Swiggy,"Pune, Maharashtra","Exciting Product Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",6-10 LPA,Director,CONTRACT,1,2026-02-23
sample_00475,Data Engineer,Infosys,"Gurugram, Haryana","Seeking a Data Engineer skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",8-14 LPA,Entry level,PART_TIME,1,2026-03-15
sample_00476,Senior Data Analyst,Swiggy,"Delhi, Delhi","Exciting Senior Data Analyst role — must know SQL, Python, Git, Docker. Experience with Kafka or Spark is highly desirable.",18-28 LPA,Mid-Senior level,FULL_TIME,1,2026-04-19
sample_00477,Data Engineer,TCS,"Mumbai, Maharashtra","We are looking for a Data Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Entry level,FULL_TIME,1,2026-05-02
sample_00478,ML Engineer,Swiggy,"Gurugram, Haryana","We are looking for a ML Engineer with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",8-14 LPA,Director,FULL_TIME,0,2026-05-21
sample_00479,Data Scientist,Flipkart,"Chennai, Tamil Nadu","We need a Data Scientist proficient in R, Python, A/B testing, statistics, Excel, and business intelligence tools like Power BI.",8-14 LPA,Entry level,PART_TIME,0,2026-05-30
sample_00480,Data Analyst,Razorpay,"Mumbai, Maharashtra","Seeking a Data Analyst skilled in machine learning, pandas, scikit-learn, and deep learning. Must know SQL and Python.",10-18 LPA,Senior,CONTRACT,0,2026-03-11
sample_00481,Senior Data Analyst,PhonePe,"Bengaluru, Karnataka","We are looking for a Senior Data Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",10-18 LPA,Mid-Senior level,CONTRACT,1,2026-04-04
sample_00482,Product Analyst,Swiggy,"Mumbai, Maharashtra","We are looking for a Product Analyst with expertise in Python, SQL, Tableau, and Power BI. Experience with AWS and data pipelines is a plus. Strong communication and Excel skills required.",25-40 LPA,Senior,PART_TIME,0,2026-05-08
